FID,id,site_id,latitude,longitude,country_id,month_start,year_start,month_end,year_end,species,id_method1,id_method2,sample_method1,sample_method2,sample_method3,sample_method4,assi,citation
Anopheline_Data.fid-4b4ba6ae_1627243c985_74cf,9215,29347,6.338,5.625,NGA,6,1997,8,1997,"Anopheles gambiae Giles, 1902",polymerase chain reaction method,,larval collection,,,,M and S form,"Onyabe, D.Y., Vajime, C.G., Nock, I.H., Ndams, I.S., Akpa, A.U., Alaribe, A.A. and Conn, J.E. (2003).  <b>The distribution of M and S molecular forms of <i>Anopheles gambiae</i> in Nigeria.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>97</b>(5):605-8"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74d0,9216,1000001015,6.494,3.372,NGA,5,1999,6,1999,"Anopheles coluzzii, Coetzee & Wilkerson, 2013",polymerase chain reaction method,,larval collection,,,,M form,"Onyabe, D.Y., Vajime, C.G., Nock, I.H., Ndams, I.S., Akpa, A.U., Alaribe, A.A. and Conn, J.E. (2003).  <b>The distribution of M and S molecular forms of <i>Anopheles gambiae</i> in Nigeria.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>97</b>(5):605-8"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74d1,9217,1000001016,9.075,6.007,NGA,5,1999,6,1999,"Anopheles gambiae Giles, 1902",polymerase chain reaction method,,larval collection,,,,M and S form,"Onyabe, D.Y., Vajime, C.G., Nock, I.H., Ndams, I.S., Akpa, A.U., Alaribe, A.A. and Conn, J.E. (2003).  <b>The distribution of M and S molecular forms of <i>Anopheles gambiae</i> in Nigeria.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>97</b>(5):605-8"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74d2,9218,1000001017,8.0333,10.7,NGA,5,1999,6,1999,"Anopheles gambiae Giles, 1902",polymerase chain reaction method,,larval collection,,,,M and S form,"Onyabe, D.Y., Vajime, C.G., Nock, I.H., Ndams, I.S., Akpa, A.U., Alaribe, A.A. and Conn, J.E. (2003).  <b>The distribution of M and S molecular forms of <i>Anopheles gambiae</i> in Nigeria.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>97</b>(5):605-8"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74d3,9219,1000001018,5.842,7.352,NGA,5,1999,6,1999,"Anopheles gambiae Giles, 1902",polymerase chain reaction method,,larval collection,,,,M and S form,"Onyabe, D.Y., Vajime, C.G., Nock, I.H., Ndams, I.S., Akpa, A.U., Alaribe, A.A. and Conn, J.E. (2003).  <b>The distribution of M and S molecular forms of <i>Anopheles gambiae</i> in Nigeria.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>97</b>(5):605-8"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74d4,9220,1000001019,4.957,8.313,NGA,8,2000,10,2000,"Anopheles gambiae Giles, 1902",polymerase chain reaction method,,house resting inside,,,,M and S form,"Onyabe, D.Y., Vajime, C.G., Nock, I.H., Ndams, I.S., Akpa, A.U., Alaribe, A.A. and Conn, J.E. (2003).  <b>The distribution of M and S molecular forms of <i>Anopheles gambiae</i> in Nigeria.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>97</b>(5):605-8"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74d5,9222,1000001021,11.178,8.222,NGA,2,2003,9,2004,"Anopheles gambiae Giles, 1902",morphology,polymerase chain reaction method,larval collection,house resting inside,,,M and S forms,"Awolola, T.S., Oyewole, I.O., Amajoh, C.N., Idowu, E.T., Ajayi, M.B., Oduola, A., Manafa, O.U., Ibrahim, K., Koekemoer, L.L. and Coetzee, M. (2005).  <b>Distribution of the molecular forms of <i>Anopheles gambiae</i> and pyrethroid knock down resistance gene in Nigeria.</b> <i>Acta Tropica</i>, <b>95</b>(3):204-9"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74d6,9223,1000001022,10.767,10.8,NGA,2,2003,9,2004,"Anopheles gambiae Giles, 1902",morphology,polymerase chain reaction method,larval collection,house resting inside,,,S form,"Awolola, T.S., Oyewole, I.O., Amajoh, C.N., Idowu, E.T., Ajayi, M.B., Oduola, A., Manafa, O.U., Ibrahim, K., Koekemoer, L.L. and Coetzee, M. (2005).  <b>Distribution of the molecular forms of <i>Anopheles gambiae</i> and pyrethroid knock down resistance gene in Nigeria.</b> <i>Acta Tropica</i>, <b>95</b>(3):204-9"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74d7,9227,1000001026,7.38,3.895,NGA,2,2003,9,2004,"Anopheles gambiae Giles, 1902",morphology,polymerase chain reaction method,larval collection,house resting inside,,,M and S forms,"Awolola, T.S., Oyewole, I.O., Amajoh, C.N., Idowu, E.T., Ajayi, M.B., Oduola, A., Manafa, O.U., Ibrahim, K., Koekemoer, L.L. and Coetzee, M. (2005).  <b>Distribution of the molecular forms of <i>Anopheles gambiae</i> and pyrethroid knock down resistance gene in Nigeria.</b> <i>Acta Tropica</i>, <b>95</b>(3):204-9"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74d8,9229,1000001028,7.568,7.932,NGA,2,2003,9,2004,"Anopheles gambiae Giles, 1902",morphology,polymerase chain reaction method,larval collection,house resting inside,,,M and S forms,"Awolola, T.S., Oyewole, I.O., Amajoh, C.N., Idowu, E.T., Ajayi, M.B., Oduola, A., Manafa, O.U., Ibrahim, K., Koekemoer, L.L. and Coetzee, M. (2005).  <b>Distribution of the molecular forms of <i>Anopheles gambiae</i> and pyrethroid knock down resistance gene in Nigeria.</b> <i>Acta Tropica</i>, <b>95</b>(3):204-9"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74d9,9231,1000001030,7.201,5.015,NGA,2,2003,9,2004,"Anopheles gambiae Giles, 1902",morphology,polymerase chain reaction method,larval collection,house resting inside,,,M and S forms,"Awolola, T.S., Oyewole, I.O., Amajoh, C.N., Idowu, E.T., Ajayi, M.B., Oduola, A., Manafa, O.U., Ibrahim, K., Koekemoer, L.L. and Coetzee, M. (2005).  <b>Distribution of the molecular forms of <i>Anopheles gambiae</i> and pyrethroid knock down resistance gene in Nigeria.</b> <i>Acta Tropica</i>, <b>95</b>(3):204-9"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74da,9232,1000001031,6.418,3.016,NGA,2,2003,9,2004,"Anopheles gambiae Giles, 1902",morphology,polymerase chain reaction method,larval collection,house resting inside,,,M and S forms,"Awolola, T.S., Oyewole, I.O., Amajoh, C.N., Idowu, E.T., Ajayi, M.B., Oduola, A., Manafa, O.U., Ibrahim, K., Koekemoer, L.L. and Coetzee, M. (2005).  <b>Distribution of the molecular forms of <i>Anopheles gambiae</i> and pyrethroid knock down resistance gene in Nigeria.</b> <i>Acta Tropica</i>, <b>95</b>(3):204-9"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74db,9233,1000001032,6.493,3.371,NGA,2,2003,9,2004,"Anopheles gambiae Giles, 1902",morphology,polymerase chain reaction method,larval collection,house resting inside,,,M and S forms,"Awolola, T.S., Oyewole, I.O., Amajoh, C.N., Idowu, E.T., Ajayi, M.B., Oduola, A., Manafa, O.U., Ibrahim, K., Koekemoer, L.L. and Coetzee, M. (2005).  <b>Distribution of the molecular forms of <i>Anopheles gambiae</i> and pyrethroid knock down resistance gene in Nigeria.</b> <i>Acta Tropica</i>, <b>95</b>(3):204-9"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74dc,9234,1000001033,13.058,5.244,NGA,6,1997,8,1997,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74dd,9235,1000001033,13.058,5.244,NGA,6,1997,8,1997,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74de,9236,1000001034,12.43,9.195,NGA,5,1999,6,1999,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74df,9237,1000001034,12.43,9.195,NGA,5,1999,6,1999,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74e0,9238,1000001035,11.997,8.506,NGA,5,1999,6,1999,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74e1,9240,1000001036,11.301,7.449,NGA,6,1997,8,1997,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74e2,9242,1000001036,11.301,7.449,NGA,6,1997,8,1997,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74e3,9243,1000001036,11.301,7.449,NGA,5,1999,6,1999,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74e4,9244,1000001037,11.082,7.715,NGA,6,1997,8,1997,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74e5,9245,1000001037,11.082,7.715,NGA,5,1999,6,1999,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74e6,9246,1000001037,11.082,7.715,NGA,6,1997,8,1997,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74e7,9247,1000001037,11.082,7.715,NGA,5,1999,6,1999,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74e8,9248,1000001038,10.52,7.443,NGA,6,1997,8,1997,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74e9,9250,1000001039,9.175,7.172,NGA,6,1997,8,1997,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74ea,9251,1000001039,9.175,7.172,NGA,6,1997,8,1997,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74eb,9252,1000001040,9.074,6.007,NGA,6,1997,8,1997,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74ec,9253,1000001040,9.074,6.007,NGA,5,1999,6,1999,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74ed,9254,1000001040,9.074,6.007,NGA,6,1997,8,1997,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74ee,9255,1000001040,9.074,6.007,NGA,5,1999,6,1999,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74ef,9256,1000001041,9.111,4.832,NGA,6,1997,8,1997,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74f0,9257,1000001041,9.111,4.832,NGA,5,1999,6,1999,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74f1,9258,1000001041,9.111,4.832,NGA,6,1997,8,1997,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74f2,9259,1000001041,9.111,4.832,NGA,5,1999,6,1999,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74f3,9260,1000001042,8.84,7.876,NGA,5,1999,6,1999,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74f4,9261,1000001042,8.84,7.876,NGA,5,1999,6,1999,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74f5,9262,1000001043,8.488,8.518,NGA,6,1997,8,1997,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74f6,9263,1000001043,8.488,8.518,NGA,5,1999,6,1999,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74f7,9264,1000001043,8.488,8.518,NGA,6,1997,8,1997,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74f8,9265,1000001043,8.488,8.518,NGA,5,1999,6,1999,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
